id,email_match_score
1,0.8571428571428571
2,0.8571428571428571
3,0.875
4,0.8888888888888888
5,0.875
6,0.8421052631578947
7,0.8333333333333334
8,0.875
9,0.8888888888888888
10,0.8571428571428571
11,0.8333333333333334
12,0.9
13,0.9090909090909091
14,0.9
15,0.875
16,0.8571428571428571
17,0.875
18,0.8888888888888888
19,0.8571428571428571
20,0.9166666666666666
21,0.8333333333333334
22,0.8888888888888888
23,0.8571428571428571
24,0.875
25,0.9090909090909091
26,0.9230769230769231
27,0.8
28,0.8333333333333334
29,0.875
30,0.875
31,0.8571428571428571
32,0.875
33,0.9090909090909091
34,0.8333333333333334
35,0.8571428571428571
36,0.8571428571428571
37,0.8235294117647058
38,0.8
39,0.7692307692307693
40,0.8
41,0.8235294117647058
42,0.8571428571428571
43,0.8
44,0.8
45,0.7692307692307693
46,0.7692307692307693
47,0.8
48,0.8
49,0.8421052631578947
50,0.8421052631578947
51,0.8695652173913043
52,0.8695652173913043
53,0.8235294117647058
54,0.8
55,0.8
56,0.8571428571428571
57,0.6666666666666666
58,0.8235294117647058
59,0.8695652173913043
60,0.8695652173913043
61,0.8235294117647058
62,0.8421052631578947
63,0.8
64,0.8235294117647058
65,0.8235294117647058
66,0.8571428571428571
67,0.7777777777777778
68,0.8571428571428571
69,0.6666666666666666
70,0.7272727272727273
71,0.7692307692307693
72,0.8
73,0.8421052631578947
74,0.8
75,0.8235294117647058
76,0.7692307692307693
77,0.8235294117647058
78,0.7692307692307693
79,0.8235294117647058
80,0.8571428571428571
81,0.6666666666666666
82,0.8235294117647058
83,0.8571428571428571
84,0.8235294117647058
85,0.8
86,0.8235294117647058
87,0.8421052631578947
88,0.8
89,0.8235294117647058
90,0.8
91,0.7692307692307693
92,0.8695652173913043
93,0.8
94,0.8235294117647058
95,0.8421052631578947
96,0.8
97,0.7692307692307693
98,0.7272727272727273
99,0.8235294117647058
100,0.8695652173913043
101,0.8
102,0.88
103,0.8235294117647058
104,0.8235294117647058
105,0.8235294117647058
106,0.7692307692307693
107,0.8235294117647058
108,0.8421052631578947
109,0.7272727272727273
110,0.8
111,0.8571428571428571
112,0.8235294117647058
113,0.8571428571428571
114,0.7692307692307693
115,0.8235294117647058
116,0.88
117,0.8235294117647058
118,0.8
119,0.7272727272727273
120,0.7272727272727273
121,0.8571428571428571
122,0.8571428571428571
123,0.8235294117647058
124,0.8421052631578947
125,0.8421052631578947
126,0.6666666666666666
127,0.8571428571428571
128,0.7692307692307693
129,0.7692307692307693
130,0.8421052631578947
131,0.8
132,0.8235294117647058
133,0.8235294117647058
134,0.8235294117647058
135,0.8
136,0.8235294117647058
137,0.8235294117647058
138,0.8
139,0.8571428571428571
140,0.8235294117647058
141,0.8235294117647058
142,0.8421052631578947
143,0.7692307692307693
144,0.8571428571428571
145,0.8571428571428571
146,0.8
147,0.8
148,0.7692307692307693
149,0.8
150,0.8181818181818182
151,0.8421052631578947
152,0.8421052631578947
153,0.7272727272727273
154,0.8235294117647058
155,0.8571428571428571
156,0.8235294117647058
157,0.8695652173913043
158,0.8571428571428571
159,0.8235294117647058
160,0.8421052631578947
161,0.8
162,0.8
163,0.8571428571428571
164,0.7692307692307693
165,0.8571428571428571
166,0.8
167,0.8
168,0.8571428571428571
169,0.8
170,0.7692307692307693
171,0.7692307692307693
172,0.8571428571428571
173,0.8
174,0.8181818181818182
175,0.8421052631578947
176,0.8421052631578947
177,0.8
178,0.7692307692307693
179,0.8235294117647058
180,0.8235294117647058
181,0.8421052631578947
182,0.8235294117647058
183,0.8421052631578947
184,0.8235294117647058
